Client_ID,Region,Client_Location,Client_Tenure_Months,Service_Type,Support_Access,Engagement_Type,Monthly_Client_Value,Cumulative_Client_Value,Churn_Status,Churn_Flag,CLTV,Churn Reason,Client_Health_Index,Content_Quality_Score,Content_Score_Trend_30D,Guideline_Compliance_Score,Compliance_Flags,Critical_Compliance_Issues,Engagement_Score,Monthly_Engagements,Client_Meetings,Report_Views,Response_Rate,Support_Tickets,Unresolved_Support_Tickets,Avg_Resolution_Time,Days_Since_Last_Engagement,Search_Visibility_Change,Traffic_Change,noise_control_1,noise_control_2
5446-DKWYW,California,San Francisco,61,DSL,No,One year,65.2,3965.05,No,0,6238,,0.795,80.4,3.2,79.7,-0.7,0.9,93.5,4.4,2.8,19.4,93.8,-0.0,0.9,21.5,-0.4,16.8,-1.9,79.6,3.8
9031-ZVQPT,California,San Francisco,72,Fiber optic,Yes,Two year,108.2,7840.6,No,0,4773,,1.672,82.1,-1.2,81.6,1.6,0.0,64.1,12.6,5.6,4.0,77.2,0.6,-2.0,19.0,-17.2,1.9,10.1,73.0,5.3
2990-IAJSV,California,San Francisco,72,DSL,Yes,Two year,92.0,6632.75,No,0,4200,,-0.048,82.0,-4.5,92.7,-0.2,-1.5,80.0,1.2,0.6,20.5,88.3,1.6,0.5,22.4,-1.1,10.4,8.0,47.9,5.1
8107-KNCIM,California,San Francisco,14,Fiber optic,No,Month-to-month,75.1,1013.35,No,0,3771,,0.25,87.5,13.1,67.7,1.5,-1.1,96.9,3.3,3.1,22.8,100.8,2.1,-1.6,41.2,-13.1,4.7,-5.6,77.1,0.0
9027-YFHQJ,California,San Francisco,7,No,No internet service,Month-to-month,25.05,152.95,No,0,4868,,-0.167,77.9,7.4,74.0,0.8,0.7,109.9,4.9,2.9,14.4,,1.1,0.6,46.5,8.2,4.7,-10.6,87.2,5.3
5176-LDKUH,California,San Francisco,48,Fiber optic,No,One year,75.15,3772.65,No,0,3345,,-1.426,75.9,-11.1,76.5,1.1,-1.2,68.0,11.8,0.2,8.2,77.9,7.7,1.5,49.5,16.6,2.3,-6.5,81.7,5.8
4644-OBGFZ,California,San Francisco,55,No,No internet service,One year,19.5,1026.35,No,0,5067,,2.003,79.9,4.3,100.9,2.2,0.2,100.8,6.8,3.4,17.7,88.4,-3.1,0.6,27.9,4.6,6.5,4.5,48.0,3.1
7926-IJOOU,California,San Francisco,1,No,No internet service,Month-to-month,19.3,19.3,No,0,5626,,-1.739,97.8,-0.3,80.4,2.2,1.5,42.2,6.6,0.2,8.5,59.8,0.3,1.7,25.6,59.9,-6.2,0.9,82.3,2.4
6480-YAGIY,California,San Francisco,45,Fiber optic,Yes,One year,112.2,5031.85,No,0,3091,,0.629,62.1,-0.9,99.0,-0.2,0.9,57.2,0.8,3.1,15.9,79.6,2.8,2.6,25.0,25.4,17.1,5.9,70.4,3.8
4029-HPFVY,California,San Francisco,3,Fiber optic,No,Month-to-month,70.3,220.4,No,0,4275,,-0.014,66.9,-4.0,83.7,0.1,0.1,86.3,8.1,2.4,3.8,88.2,4.3,1.0,54.0,27.5,1.9,5.8,66.8,0.0
7602-DBTOU,California,San Francisco,71,No,No internet service,Two year,19.6,1416.5,No,0,4890,,0.785,88.4,1.6,81.4,1.4,0.4,43.7,16.2,5.4,19.6,60.1,5.3,-2.1,22.6,2.6,7.6,4.9,67.9,0.0
5345-BMKWB,California,San Francisco,8,No,No internet service,Month-to-month,20.25,158.35,No,0,4964,,-0.805,78.0,7.1,85.6,3.2,0.6,67.3,8.7,0.9,10.2,70.2,2.6,2.0,37.5,36.4,14.3,-7.0,72.5,1.7
5457-COLHT,California,San Francisco,69,DSL,Yes,Two year,80.65,5542.55,No,0,4618,,1.37,86.5,13.9,72.1,2.5,-1.2,103.4,1.9,3.1,18.3,78.2,1.3,0.2,4.4,21.3,10.5,22.6,62.3,1.6
5451-YHYPW,California,San Francisco,72,Fiber optic,Yes,Two year,115.75,8443.7,No,0,6205,,-0.841,76.9,-5.8,59.8,1.6,1.0,75.9,6.8,1.5,8.6,,4.3,1.0,39.4,17.1,-0.1,1.6,72.0,0.0
7998-WNZEM,California,San Francisco,71,DSL,Yes,Two year,80.6,5708.2,No,0,5447,,0.55,51.3,6.5,92.2,0.6,1.2,85.9,7.0,5.0,18.8,75.9,5.0,1.9,18.2,36.2,0.5,-11.8,79.8,2.6
4664-NJCMS,California,San Francisco,33,DSL,Yes,Two year,59.55,2016.3,No,0,5980,,-0.194,91.3,1.2,81.6,1.7,0.8,68.4,12.6,1.7,23.6,62.1,-0.3,2.0,26.7,16.9,-4.4,5.7,76.5,4.9
0307-BCOPK,California,San Francisco,16,No,No internet service,One year,19.05,326.65,No,0,4336,,-0.692,67.1,-7.2,87.1,2.0,0.1,59.1,6.5,0.7,14.5,101.1,3.5,0.0,-0.8,21.3,1.9,-14.5,78.7,6.0
7629-WFGLW,California,Palo Alto,56,Fiber optic,Yes,One year,95.65,5471.75,No,0,6335,,0.718,92.1,1.7,74.6,-0.4,0.6,110.2,3.4,1.7,5.1,38.0,3.2,0.8,24.8,22.2,-0.8,9.0,89.7,3.0
2542-HYGIQ,California,Palo Alto,1,No,No internet service,Month-to-month,19.95,19.95,No,0,2732,,0.614,52.2,-5.4,95.6,3.3,1.1,94.8,8.4,1.6,16.3,88.4,1.2,2.5,36.7,-6.8,1.6,18.0,72.2,0.4
5016-LIPDW,California,Stanford,57,No,No internet service,One year,19.4,1061.6,No,0,4194,,-0.08,75.9,9.7,86.6,1.4,1.2,83.6,5.1,1.6,16.0,84.1,3.5,0.9,40.6,12.4,-12.7,3.5,79.1,5.6
6481-LXPWL,California,Palo Alto,56,DSL,No,One year,36.1,1971.5,No,0,5092,,0.963,71.7,15.3,83.8,1.6,0.8,78.0,0.9,1.7,16.7,82.7,0.3,-1.4,19.6,11.0,8.6,27.6,66.2,5.6
6124-ACRHJ,California,San Mateo,1,No,No internet service,Month-to-month,19.75,19.75,No,0,4099,,-0.347,78.3,-2.1,80.9,2.2,-0.8,58.8,6.7,2.4,8.5,77.5,5.4,1.5,39.8,12.9,-5.6,-13.0,76.5,2.5
9362-MWODR,California,San Mateo,40,DSL,Yes,Month-to-month,64.1,2460.35,No,0,5056,,-0.859,72.5,-5.2,80.3,2.5,0.8,81.7,6.6,0.0,12.3,80.0,-0.7,0.9,44.6,37.2,14.9,7.3,76.4,4.1
9975-GPKZU,California,Alameda,46,No,No internet service,Two year,19.75,856.5,No,0,2610,,0.103,78.2,9.4,72.1,-0.4,0.7,66.4,9.7,3.5,20.9,67.6,1.8,0.8,19.2,6.1,-4.0,-0.4,60.9,4.2
9625-RZFUK,California,Alameda,63,No,No internet service,Two year,19.7,1275.85,No,0,4235,,0.188,61.6,10.8,77.2,1.2,1.0,73.2,12.4,2.7,13.1,70.7,3.5,-0.5,39.7,9.2,-0.2,-7.7,66.1,8.3
5153-LXKDT,California,Danville,68,Fiber optic,No,Two year,110.2,7467.5,No,0,4108,,-0.146,71.8,-6.5,83.0,5.1,0.7,79.4,6.6,5.1,24.1,69.3,1.9,1.3,25.6,38.8,1.1,17.0,59.8,0.0
5161-UBZXI,California,Alamo,69,Fiber optic,Yes,Two year,106.35,7261.75,No,0,6315,,0.997,76.5,3.5,80.0,3.2,1.2,81.1,3.6,3.9,12.6,89.4,3.5,-0.5,8.3,12.9,2.1,3.9,73.8,4.6
1020-JPQOW,California,Angwin,56,Fiber optic,Yes,Month-to-month,90.55,5116.6,No,0,6161,,0.312,80.9,2.2,66.8,1.4,-1.2,97.6,5.2,3.3,8.3,85.6,2.3,1.7,19.1,31.6,-11.3,3.6,71.3,1.4
7919-ZODZZ,California,Antioch,10,DSL,No,One year,65.9,660.05,No,0,5289,,-1.59,76.6,-8.1,76.8,1.8,1.1,38.0,5.4,4.9,9.2,48.4,4.5,3.4,39.2,44.2,-2.5,-4.5,84.9,2.2
0565-JUPYD,California,Benicia,63,Fiber optic,Yes,One year,104.5,6590.8,No,0,4908,,-1.176,68.8,1.2,83.9,-1.5,0.9,63.2,11.0,2.6,-2.4,66.9,4.7,1.7,16.5,62.4,2.2,23.2,80.8,4.4
6867-ACCZI,California,Bethel Island,24,DSL,Yes,Two year,52.5,1208.15,No,0,3303,,0.665,61.6,-1.3,93.6,0.1,0.8,109.6,9.1,2.6,16.3,69.9,1.7,-0.8,1.0,7.4,1.7,11.9,75.1,2.0
5939-XAIXZ,California,Birds Landing,19,DSL,No,Month-to-month,56.1,1033.9,No,0,3367,,-1.025,69.1,-4.9,81.5,1.9,1.7,77.6,5.8,0.6,9.9,53.9,-0.3,0.4,38.5,6.7,-3.2,9.9,81.1,2.8
9054-FOWNV,California,Brentwood,22,Fiber optic,No,Month-to-month,88.75,1885.15,No,0,5585,,0.042,104.9,1.2,88.6,0.8,-0.4,67.8,7.1,4.9,19.7,68.2,6.3,1.0,32.9,-8.5,-0.5,-6.1,78.6,1.4
8207-VVMYB,California,Clayton,70,No,No internet service,Two year,26.0,2006.95,No,0,6170,,1.25,99.8,-5.2,95.1,0.1,1.1,92.4,10.0,1.6,5.8,65.6,4.4,0.6,19.6,0.3,-0.5,-2.2,83.7,3.6
9732-EQMWY,California,Concord,49,Fiber optic,No,Month-to-month,99.4,5025.0,No,0,4725,,-1.232,31.0,-16.1,76.1,3.1,1.2,61.0,13.7,0.0,17.1,38.7,5.1,0.8,35.9,50.3,-6.9,-9.8,84.5,3.2
5269-NRGDP,California,Concord,42,DSL,Yes,One year,73.15,3088.25,No,0,2531,,-1.105,68.1,5.1,54.6,0.4,0.4,86.1,5.9,0.1,13.1,69.8,2.6,1.1,42.1,41.8,10.7,-6.4,95.8,0.0
6195-MELTI,California,Pleasant Hill,57,DSL,Yes,One year,54.65,3134.7,No,0,4223,,1.891,94.7,1.9,99.4,0.5,-0.9,97.4,10.0,2.4,30.5,102.6,1.8,0.6,-0.7,2.7,11.8,-0.7,82.8,3.4
2121-JAFOM,California,Danville,72,Fiber optic,Yes,Two year,115.55,8312.4,No,0,5076,,0.947,,19.3,75.1,0.5,0.2,63.6,9.7,3.2,15.9,76.6,-2.2,1.7,-7.9,52.5,11.8,3.0,59.4,4.2
8818-DOPVL,California,El Cerrito,46,Fiber optic,No,Month-to-month,104.45,4863.85,No,0,4103,,-0.457,65.3,14.3,67.1,0.2,0.6,71.1,4.6,1.9,16.0,87.3,-0.6,1.0,40.8,1.8,-3.6,13.1,88.7,2.8
1227-UDMZR,California,Fremont,72,DSL,Yes,Two year,91.15,6637.9,No,0,4311,,-0.255,68.7,-2.5,68.2,4.2,0.6,75.5,1.3,3.3,18.6,86.2,8.0,1.7,34.6,41.2,8.9,1.9,65.3,5.6
5198-HQAEN,California,Fremont,35,Fiber optic,Yes,One year,89.7,3165.6,No,0,2775,,-0.313,78.2,17.2,103.8,2.7,-0.1,75.8,0.5,0.6,-0.3,59.6,-0.0,1.0,36.7,14.0,10.4,-18.5,95.2,1.7
2167-FQSTQ,California,Hayward,72,DSL,Yes,Two year,92.4,6786.1,No,0,5527,,-0.495,56.8,6.9,82.7,0.4,0.8,72.1,4.3,0.9,21.3,59.1,2.2,1.5,21.2,57.1,-2.5,14.6,68.9,0.0
2819-GWENI,California,Hayward,28,No,No internet service,One year,19.9,543.0,No,0,2987,,0.855,92.2,-0.4,73.3,1.6,-0.3,85.8,14.1,3.3,15.9,58.0,2.0,-0.5,27.0,7.4,25.4,-10.2,92.2,2.4
3572-UUHRS,California,Castro Valley,45,No,No internet service,One year,18.85,867.3,No,0,2653,,-0.574,69.5,-17.9,71.1,-0.5,1.3,73.2,11.8,0.7,4.4,75.6,3.7,1.6,44.3,45.6,-7.2,12.1,60.2,1.9
2692-PFYTJ,California,Hercules,1,No,No internet service,Month-to-month,25.75,25.75,No,0,2569,,0.629,65.5,8.3,82.8,-0.1,1.4,63.6,4.5,0.7,15.8,87.6,1.9,2.3,28.3,12.9,-5.2,3.8,91.3,0.0
5955-EPOAZ,California,Livermore,6,No,No internet service,Month-to-month,20.95,109.5,No,0,5554,,-0.732,82.8,-0.1,82.7,3.9,-0.2,58.0,6.2,-0.3,21.2,70.7,2.3,1.7,26.1,73.0,-6.8,25.7,94.2,4.1
6821-JPCDC,California,Castro Valley,48,Fiber optic,No,One year,97.05,4692.95,No,0,5893,,-0.801,50.4,2.5,79.8,2.4,0.5,60.8,7.2,2.0,10.4,57.9,2.9,1.8,35.3,32.2,-4.2,15.9,96.5,8.0
8815-LMFLX,California,Martinez,25,No,No internet service,Month-to-month,25.4,546.85,No,0,5250,,-0.617,63.3,-1.6,68.5,2.1,1.2,67.7,4.1,2.1,14.0,70.1,5.5,-0.0,47.9,26.7,6.0,6.4,90.7,1.9
9135-HSWOC,California,Fremont,64,No,No internet service,Two year,19.7,1274.05,No,0,5431,,-1.978,55.8,-11.8,75.5,4.2,1.0,52.3,10.1,1.3,-4.1,73.8,5.6,2.3,40.2,43.7,-9.8,-6.1,77.1,0.1
8582-KRHPJ,California,Moraga,50,DSL,No,Month-to-month,35.0,1782.4,No,0,5629,,-0.149,98.2,-1.7,73.5,2.4,-0.7,87.2,10.8,4.4,8.4,83.8,4.1,-1.8,16.0,35.4,-14.2,16.5,74.4,0.0
5811-IWXYM,California,Napa,52,Fiber optic,No,One year,101.25,5301.1,No,0,5954,,0.045,65.3,6.8,90.9,0.9,0.9,55.6,9.5,3.1,19.8,83.8,-1.9,1.6,49.2,50.2,-2.3,3.9,76.7,3.2
7044-YAACC,California,Napa,4,Fiber optic,No,Month-to-month,70.2,280.35,No,0,4444,,0.4,49.6,0.4,82.4,2.6,-0.3,45.7,8.9,2.8,23.1,82.9,3.3,2.5,23.2,45.0,0.7,9.5,61.0,4.8
8189-XRIKE,California,Newark,32,Fiber optic,No,Month-to-month,90.95,2897.95,No,0,5936,,-1.931,55.9,-6.2,64.9,-0.1,0.9,88.2,-1.3,3.6,11.5,81.2,4.4,1.1,29.7,1.6,-1.1,-3.5,71.5,1.0
1506-YJTYT,California,Oakley,45,DSL,Yes,Two year,73.85,3371.0,No,0,5264,,1.508,86.9,-4.7,93.2,-0.7,-0.9,68.4,15.8,5.0,22.5,69.3,-0.3,-0.3,14.1,4.6,-13.3,1.5,85.6,1.6
4123-DVHPH,California,Orinda,9,Fiber optic,No,Month-to-month,88.05,801.3,No,0,2715,,0.432,85.0,3.6,85.8,0.9,0.7,91.3,11.0,1.6,13.0,68.3,6.1,1.8,32.7,6.9,0.7,7.5,94.6,0.0
2228-BZDEE,California,Pleasanton,54,No,No internet service,Two year,20.1,1079.45,No,0,5755,,1.574,109.1,-1.6,81.8,1.2,-0.5,91.7,12.2,4.8,18.7,70.3,-2.2,-1.1,13.9,22.6,6.5,0.6,69.8,2.8
2789-CZANW,California,Dublin,64,Fiber optic,Yes,Two year,110.3,6997.3,No,0,5574,,0.511,92.9,9.6,89.6,0.5,0.8,61.8,5.9,5.7,8.6,72.0,1.9,1.2,6.7,7.1,3.9,11.9,70.1,0.0
7596-LDUXP,California,Rodeo,12,Fiber optic,No,One year,85.15,979.05,No,0,2452,,0.86,80.2,-1.0,90.0,-2.1,-0.1,74.7,6.8,5.9,13.4,104.1,4.3,-0.6,30.0,50.7,10.4,5.7,93.2,3.7
3740-RLMVT,California,Saint Helena,67,DSL,Yes,One year,60.95,4119.4,No,0,5792,,-0.978,57.3,-3.1,88.4,-1.1,0.2,59.0,8.4,3.6,12.2,56.8,3.7,2.1,36.0,14.4,-8.7,-7.1,71.8,2.4
2192-OZITF,California,San Leandro,45,DSL,Yes,Two year,73.55,3349.1,No,0,2280,,1.088,98.7,19.9,91.7,0.5,0.3,84.1,14.1,3.8,6.5,70.3,-2.8,-0.1,24.7,-13.8,4.2,-0.2,64.0,1.4
5651-CPDND,California,San Leandro,10,DSL,No,Month-to-month,46.0,492.1,No,0,3903,,-1.049,63.2,-3.3,73.9,1.2,-0.3,50.8,13.2,2.4,28.9,41.2,6.5,-2.2,21.5,33.5,-0.8,15.2,87.9,5.5
2186-QZEYA,California,San Leandro,29,DSL,No,Month-to-month,58.55,1718.95,No,0,2044,,-1.733,56.0,-6.2,56.4,1.0,2.1,55.3,2.3,3.9,5.6,74.2,0.2,0.3,32.2,49.3,-6.0,-15.6,73.9,0.0
1131-ALZWV,California,San Lorenzo,24,No,No internet service,One year,24.6,605.25,No,0,4147,,-1.052,62.6,2.9,77.9,0.3,0.7,62.4,5.7,-0.2,13.6,67.8,0.7,1.2,39.2,12.3,1.8,1.2,78.3,7.4
7729-XBTWX,California,San Ramon,66,No,No internet service,Two year,19.75,1344.5,No,0,4485,,0.496,60.9,-9.4,85.7,1.2,-0.3,91.8,0.4,4.9,7.2,100.5,4.1,3.0,27.6,40.5,-4.1,-7.5,71.1,3.4
9134-WYRVP,California,Suisun City,51,Fiber optic,No,One year,86.35,4267.15,No,0,5311,,-0.574,64.6,8.9,78.5,3.8,0.1,59.9,-2.8,2.4,-7.8,93.7,0.8,0.8,35.3,15.0,3.8,4.4,79.7,1.9
3284-SVCRO,California,Sunol,45,No,No internet service,Two year,25.5,1121.05,No,0,3146,,0.689,74.2,10.6,52.9,1.1,0.1,59.9,11.2,1.5,28.4,61.6,1.3,-0.5,43.8,9.8,2.1,1.7,59.6,0.3
9732-OUYRN,California,Union City,49,No,No internet service,One year,19.0,918.7,No,0,4066,,-1.509,73.9,1.2,81.0,4.4,1.4,51.0,2.2,-0.2,11.4,64.2,1.6,2.0,39.2,36.0,3.2,-2.9,69.8,4.8
0559-CKHUS,California,Pleasanton,29,No,No internet service,Two year,19.55,521.8,No,0,5758,,-1.769,59.1,-26.8,64.1,1.9,0.1,63.7,-2.7,-1.2,-4.8,83.9,4.2,-2.3,43.2,25.7,5.4,-9.0,73.9,0.6
2931-SVLTV,California,Vallejo,40,Fiber optic,Yes,Month-to-month,110.1,4469.1,No,0,2283,,1.259,64.9,3.5,92.1,1.2,-0.3,51.3,5.4,4.2,10.7,71.2,4.0,1.8,11.6,46.8,12.8,-13.6,66.7,5.6
7504-UWHNB,California,Vallejo,25,Fiber optic,No,Month-to-month,69.75,1729.35,No,0,3080,,0.627,57.4,-5.4,99.8,3.1,0.1,94.3,10.4,6.0,30.8,94.7,-1.6,1.3,12.1,-6.9,-6.6,8.3,81.9,6.1
2582-FFFZR,California,Vallejo,22,DSL,No,Month-to-month,50.6,1073.3,No,0,2854,,-1.221,69.2,6.2,72.8,1.8,1.7,62.1,7.6,1.1,15.1,27.3,4.1,0.8,42.8,4.8,-7.3,0.1,94.0,0.0
8908-NMQTX,California,Walnut Creek,72,DSL,Yes,Two year,65.6,4566.5,No,0,4369,,0.616,77.5,10.8,87.1,1.0,0.9,82.0,2.4,1.5,-1.8,77.9,-1.9,1.4,20.2,3.5,5.7,-6.0,81.1,3.5
1431-AIDJQ,California,Walnut Creek,33,DSL,Yes,Two year,82.1,2603.1,No,0,2281,,1.287,73.6,8.1,85.7,-0.1,1.1,83.4,15.0,5.2,14.3,73.1,5.9,0.5,1.6,-9.5,3.2,8.0,71.5,0.0
6288-LBEAR,California,Yountville,23,Fiber optic,Yes,Month-to-month,79.1,1783.75,No,0,3619,,0.243,69.0,-6.0,86.5,2.1,0.2,61.7,5.6,2.9,14.1,93.5,0.2,0.5,33.5,-9.0,-2.4,6.1,67.3,5.3
8413-YNHNV,California,Oakland,69,DSL,Yes,Two year,90.65,6322.1,No,0,6487,,0.735,81.9,14.3,84.2,2.3,1.1,58.6,10.3,5.0,20.2,73.6,3.0,1.1,37.7,20.3,11.0,9.1,50.1,3.2
5808-TOTXO,California,Oakland,3,No,No internet service,One year,20.55,57.4,No,0,2774,,0.87,94.7,2.4,78.6,1.3,1.0,65.7,9.5,1.5,16.8,93.6,2.3,0.2,12.0,-6.6,-4.0,6.4,62.6,1.5
4369-NYSCF,California,Oakland,56,DSL,Yes,One year,75.75,4284.65,No,0,6487,,-0.366,62.0,13.4,69.7,1.2,0.9,43.9,7.4,3.4,1.7,81.0,3.1,1.2,10.0,22.1,-12.4,-6.3,68.2,0.0
6333-YDVLT,California,Oakland,65,Fiber optic,Yes,One year,110.0,7138.65,No,0,6351,,0.412,76.6,4.8,97.8,-1.3,0.7,79.1,4.9,5.7,11.3,65.5,1.1,1.3,44.1,9.4,-4.6,11.8,81.6,3.8
5324-KTGCG,California,Emeryville,71,No,No internet service,One year,20.85,1539.75,No,0,4837,,0.326,86.6,6.2,85.9,1.0,-0.3,70.3,8.4,1.1,9.2,91.2,-0.8,0.1,42.9,43.7,5.6,6.9,63.8,2.0
5599-HVLTW,California,Oakland,14,Fiber optic,No,Month-to-month,80.35,1058.1,No,0,3276,,-0.554,61.0,-3.0,86.3,1.4,1.8,42.1,8.2,1.7,18.6,80.1,6.2,0.9,43.8,3.4,11.7,-19.4,79.4,0.0
7394-LWLYN,California,Oakland,2,Fiber optic,No,Month-to-month,70.15,123.8,No,0,4840,,-0.751,69.1,9.5,81.2,2.2,0.3,55.3,6.0,1.6,9.1,46.0,1.0,-0.3,22.6,35.6,14.2,-5.3,87.5,2.8
6873-UDNLD,California,Oakland,40,DSL,No,Month-to-month,67.45,2731.0,No,0,4714,,-0.041,72.6,5.9,89.8,1.5,0.7,80.7,8.3,3.7,10.8,83.0,2.2,-0.8,25.6,20.9,-0.4,8.6,65.3,6.3
2700-LUEVA,California,Oakland,1,No,No internet service,Month-to-month,20.75,20.75,No,0,2791,,-0.361,55.6,10.8,69.8,4.1,0.9,88.7,11.8,4.4,12.0,65.1,2.0,-1.2,35.5,12.3,-7.0,17.9,76.0,6.6
0958-YHXGP,California,Oakland,7,Fiber optic,No,Month-to-month,69.9,497.3,No,0,4562,,-1.33,68.1,-0.7,75.8,1.1,-0.4,40.5,4.0,0.7,5.5,73.9,5.8,2.0,46.0,30.6,-2.2,-1.0,87.4,1.3
1101-SSWAG,California,Berkeley,15,DSL,No,Month-to-month,51.1,711.15,No,0,4858,,0.459,76.2,2.7,87.1,-1.5,0.1,108.5,11.3,6.8,26.4,,7.1,0.2,25.2,25.2,4.5,-8.7,72.7,0.0
5743-KHMNA,California,Berkeley,71,No,No internet service,Two year,25.55,1898.1,No,0,6305,,-0.386,77.9,4.8,91.6,-0.3,0.5,52.5,6.5,2.4,21.7,88.6,1.3,-0.5,62.6,-2.6,-13.1,-16.1,72.3,5.0
4194-FJARJ,California,Albany,54,DSL,Yes,Two year,60.0,3273.95,No,0,4798,,0.283,60.6,12.6,108.1,0.1,0.1,45.4,14.2,1.8,23.6,91.9,2.5,0.2,34.9,22.4,-12.0,4.2,67.4,0.0
5325-UWTWJ,California,Berkeley,31,Fiber optic,Yes,Month-to-month,90.55,2929.75,No,0,5722,,-0.366,,7.8,82.9,3.3,0.3,96.1,1.8,4.6,5.2,60.1,5.1,-0.4,32.3,25.0,-9.7,-0.9,65.1,0.0
3969-GYXEL,California,Berkeley,11,Fiber optic,No,Month-to-month,76.4,838.7,No,0,4033,,0.014,90.0,2.8,73.7,-0.8,1.4,54.1,13.2,2.8,17.2,66.8,5.4,1.0,27.1,36.2,11.6,5.9,57.4,4.2
9208-OLGAQ,California,Berkeley,18,Fiber optic,No,Month-to-month,84.95,1443.65,No,0,3878,,-2.251,86.1,-17.6,59.3,0.9,0.2,78.8,2.3,0.7,14.8,56.5,4.1,3.3,42.6,47.7,-7.4,-17.9,64.8,5.7
3244-CQPHU,California,Berkeley,72,Fiber optic,Yes,Two year,110.1,7746.7,No,0,5232,,1.452,,11.5,77.0,1.1,-1.1,70.4,18.8,2.5,11.1,101.3,0.9,1.8,26.7,39.5,2.1,10.3,70.4,4.0
2674-MLXMN,California,Richmond,71,Fiber optic,No,Month-to-month,99.65,6951.15,No,0,4241,,-0.515,56.4,-9.8,70.4,3.0,-0.0,62.2,8.9,5.6,5.3,65.2,5.7,0.9,18.0,45.8,4.2,-0.7,76.5,1.4
9708-HPXWZ,California,El Sobrante,5,DSL,Yes,Month-to-month,45.4,214.75,No,0,2599,,0.861,83.4,4.4,54.7,-1.7,0.6,55.9,12.8,1.5,9.9,,-2.4,0.1,10.5,10.7,13.2,-3.7,86.4,4.0
6992-TKNYO,California,Richmond,38,DSL,Yes,One year,69.0,2669.45,No,0,4487,,-0.261,66.1,0.2,72.4,-1.3,1.0,89.2,6.9,4.2,3.9,87.7,4.7,-1.4,21.4,49.0,-5.0,17.1,56.9,5.5
4468-YDOVK,California,Richmond,5,DSL,Yes,Month-to-month,48.65,235.2,No,0,3307,,-0.326,74.9,-9.1,86.1,0.3,0.8,86.5,10.2,1.1,21.3,73.6,1.0,-0.9,26.7,28.0,1.8,9.6,58.2,3.6
5792-JALQC,California,San Rafael,52,DSL,No,Two year,59.85,3103.25,No,0,5085,,2.178,75.8,10.5,89.7,1.0,0.4,75.7,14.2,2.8,26.8,116.6,0.9,1.4,20.5,23.3,10.5,9.7,88.4,0.0
2200-DSAAL,California,Greenbrae,68,DSL,No,Two year,80.65,5330.2,No,0,5914,,0.246,54.1,17.5,78.6,1.4,0.4,71.2,7.8,2.6,13.1,67.8,2.4,0.9,22.5,18.5,9.5,-10.3,67.8,0.2
4302-ZYFEL,California,Belvedere Tiburon,69,No,No internet service,One year,20.55,1403.1,No,0,5366,,1.487,77.2,3.7,70.0,-0.8,-0.5,91.9,13.4,4.1,17.9,93.0,-0.2,1.5,21.6,16.5,6.5,13.1,79.6,4.9
9351-LZYGF,California,Bodega,42,DSL,Yes,Month-to-month,66.4,2727.8,No,0,3773,,0.027,82.1,7.2,90.9,2.5,-0.5,63.2,-5.4,-0.1,10.0,81.4,3.1,-1.7,11.8,-10.3,-9.8,-4.5,84.3,0.0
4366-CTOUZ,California,Bodega Bay,50,Fiber optic,Yes,Two year,100.2,5038.45,No,0,5419,,0.846,81.3,20.6,88.8,1.0,-0.9,98.5,6.8,2.2,33.0,82.3,0.9,0.3,39.5,18.6,4.3,12.3,78.3,4.9
1518-OMDIK,California,Rohnert Park,33,DSL,No,Month-to-month,44.55,1462.6,No,0,2422,,-0.094,77.6,7.5,79.7,1.2,0.1,68.2,7.9,4.2,11.5,40.1,4.8,-1.4,12.9,33.2,4.3,5.9,72.3,3.3
6671-NGWON,California,Dillon Beach,7,No,No internet service,Month-to-month,20.35,150.6,No,0,3098,,0.443,78.3,-1.5,60.0,-1.5,0.7,65.5,10.7,4.4,12.1,73.3,0.4,-2.2,30.6,29.0,2.2,-6.3,81.4,3.1
0595-ITUDF,California,Fairfax,64,Fiber optic,No,Month-to-month,91.8,5960.5,No,0,5371,,-0.574,75.1,1.8,73.0,0.5,0.6,41.1,11.0,1.8,12.4,43.3,0.7,-0.1,19.5,-4.5,-5.4,-0.4,74.2,5.7
1955-IBMMB,California,Forest Knolls,59,No,No internet service,Two year,20.2,1192.3,No,0,5216,,-0.481,77.1,3.8,82.7,4.8,0.4,46.4,6.2,0.4,4.4,63.8,3.1,3.4,36.1,18.9,-10.3,10.1,67.0,1.3
0096-BXERS,California,Inverness,6,DSL,No,Month-to-month,50.35,314.55,No,0,3442,,-0.954,64.9,9.1,76.1,1.4,-0.3,73.1,4.9,2.4,14.3,67.5,3.1,0.3,52.3,15.1,7.7,-17.3,72.3,4.3
3806-YAZOV,California,Lagunitas,3,No,No internet service,Month-to-month,18.8,56.0,No,0,3010,,-0.286,72.8,9.4,81.0,-0.0,2.3,72.3,11.0,3.7,24.0,,6.0,2.6,40.2,23.2,6.6,4.5,69.2,1.6
7998-ZLXWN,California,Larkspur,15,No,No internet service,Month-to-month,20.45,330.8,No,0,5184,,-0.498,91.5,-19.0,85.1,1.0,-0.2,80.1,11.8,2.6,12.3,83.7,2.8,0.7,20.7,-13.0,0.5,17.0,75.0,3.2
